Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
5090,4227,4227,47154,42927,0.75,3156,51838,49245,0.12,499,-1867,-1301,4227,48920,44326,4227,1754,555,0.09,370,228630,25227,0.08,343,224828,11504,0.73,3076,12196,9500,4644,116905,61599
5091,4644,4644,53363,46781,0.77,3554,57332,52614,0.15,686,-2934,-1979,4644,55345,48680,4644,1950,646,0.08,355,79821,35318,0.07,340,56583,14704,0.77,3577,14207,10728,5244,139999,74427
5092,10091,10091,48307,43799,0.8,8120,52257,48940,0.12,1182,-2299,-1760,10091,49988,45471,10091,1659,569,0.09,881,52239,23197,0.08,822,35054,10410,0.77,7720,12059,9330,11463,114041,56652
5093,4977,4977,47186,43112,0.79,3918,51000,48842,0.11,551,-1440,-1501,4977,48832,44467,4977,1621,528,0.09,444,50954,26456,0.08,412,30588,8756,0.75,3734,11805,9310,5784,100879,50598
5094,503,503,50383,40748,0.78,392,48497,45331,0.12,61,2872,-684,503,52205,41762,503,1817,500,0.15,76,131287,26590,0.14,70,120694,12892,0.75,377,14041,9047,582,75845,34480
5095,12012,12012,52887,46256,0.82,9903,55649,51135,0.16,1886,-3920,-2736,12012,54936,48244,12012,1987,594,0.09,1129,69223,22666,0.09,1041,51743,10212,0.78,9402,13908,10375,12977,98196,43064
5096,7505,7505,48217,43162,0.8,5989,50504,47338,0.14,1062,-2075,-1759,7505,50073,44917,7505,1810,596,0.09,688,53719,28952,0.09,648,35373,11528,0.77,5792,11814,8903,8632,100981,48382
5097,8015,8015,51304,46196,0.8,6419,54831,50924,0.13,1024,-3501,-2768,8015,53144,47812,8015,1823,594,0.08,624,65386,31709,0.07,595,42559,14093,0.78,6275,12931,10057,9140,125020,67246
5098,6422,6422,47875,43548,0.81,5212,51147,48169,0.12,741,-3414,-2344,6422,49518,45142,6422,1628,564,0.09,601,53895,26838,0.09,566,35352,11078,0.77,4972,11563,8860,7514,97657,51865
5106,105,105,54271,44225,0.65,68,51061,48098,0.18,19,-3641,-3169,105,57925,45563,105,2631,500,0.07,7,190505,81946,0.07,7,144985,51458,0.77,81,14515,9651,116,111719,39920
5107,8713,8713,44193,41203,0.82,7145,46915,45540,0.11,932,-2248,-1456,8713,45830,42583,8713,1629,545,0.1,851,45115,25408,0.09,801,28021,11429,0.76,6615,10168,8243,9915,68710,34008
5108,19961,19961,44642,42204,0.84,16796,46735,45703,0.09,1701,-1992,-1349,19961,46220,43735,19961,1565,571,0.08,1520,50347,26678,0.07,1448,33200,11889,0.77,15361,10036,8127,23273,69497,33433
5109,10521,10521,48212,43967,0.81,8514,50148,47814,0.11,1191,-2064,-1503,10521,49919,45527,10521,1692,570,0.07,782,59410,30604,0.07,750,37394,12036,0.77,8125,11711,9036,12222,96650,49778
5110,4392,4392,47480,44098,0.82,3609,50000,48560,0.11,477,-811,-1385,4392,49237,45630,4392,1738,582,0.08,338,61543,36392,0.07,319,43528,16277,0.79,3458,11104,8749,4922,69558,38008
5111,293,293,69666,65415,0.99,291,70864,67538,0.12,36,-3655,-2868,293,72874,68122,293,3203,2577,0.01,2,18902,18902,0.01,2,11982,11982,0.98,287,14942,12823,310,115410,44062
5112,7978,7978,43788,39730,0.83,6589,46044,44203,0.09,693,-2623,-2070,7978,45301,41018,7978,1499,524,0.07,530,44061,26104,0.06,513,27144,10165,0.74,5901,10115,7974,9869,73462,32645
5113,6671,6671,39113,37131,0.84,5576,41221,40975,0.04,284,-3263,-1458,6671,40522,38212,6671,1409,412,0.06,379,43305,21580,0.05,357,29139,9193,0.72,4793,8256,6646,8885,48959,20494
5114,18210,18210,49567,45134,0.86,15711,51032,47929,0.1,1858,-2948,-2198,18210,51462,46654,18210,1867,670,0.06,1056,59591,30880,0.06,1034,38749,14400,0.8,14484,11863,9215,20493,86818,43756
5115,5744,5744,46465,45122,0.88,5045,48928,47912,0.06,370,-2848,-2190,5744,48327,46695,5744,1826,646,0.06,331,47711,23872,0.06,321,30015,12664,0.8,4595,10331,8800,6315,60859,32331
5116,5136,5136,50280,44564,0.83,4278,52846,48802,0.11,581,-2274,-2300,5136,52227,46556,5136,1911,708,0.06,327,71987,23809,0.06,319,50556,10640,0.79,4055,12221,9312,5724,95248,46968
5117,1853,1853,54711,47633,0.8,1482,57656,50738,0.19,354,-3092,-2453,1853,57109,49505,1853,2375,811,0.09,160,83945,38480,0.08,153,63550,18737,0.8,1489,14268,11111,2004,125865,73115
5118,10861,10861,54185,46503,0.8,8642,56856,51268,0.16,1735,-2832,-2368,10861,56462,48290,10861,2212,722,0.08,902,69493,32142,0.08,869,47377,14131,0.78,8457,14496,10729,12049,136062,66264
5120,1385,1385,51035,44331,0.64,885,50949,49169,0.16,225,489,-1147,1385,53349,46018,1385,2078,350,0.1,136,91006,41990,0.09,129,74858,22199,0.78,1076,13290,9031,1425,94909,43671
5121,957,957,46441,43019,0.74,710,50313,48144,0.13,122,-832,-1066,957,48323,45362,957,1803,561,0.08,77,60776,30320,0.08,74,44490,15514,0.76,731,11024,8692,986,87725,36958
5125,11952,11952,58242,50115,0.83,9897,60103,53879,0.16,1889,-4726,-3327,11952,60451,52159,11952,2187,736,0.06,728,69212,29754,0.06,698,45698,13154,0.8,9580,15859,11856,13081,151392,81296
5126,4462,4462,52695,47130,0.81,3622,55932,51852,0.13,567,-3183,-1996,4462,54680,48665,4462,1962,700,0.08,339,65364,33254,0.07,328,42514,13034,0.79,3520,13422,10735,5042,129596,72833
5127,4911,4911,54702,48296,0.84,4105,56836,52336,0.15,750,-3859,-2589,4911,56724,50027,4911,2003,705,0.06,311,71668,27390,0.06,297,50643,11954,0.8,3938,14057,10975,5504,146047,77401
5131,640,640,54816,40863,0.67,429,59355,47419,0.2,128,-1794,-1110,640,57264,43334,640,2445,510,0.1,67,88168,41612,0.11,68,59815,17408,0.74,473,16256,10242,754,193701,90370
5132,281,281,66285,50215,0.72,201,61206,51006,0.2,55,-1670,-1858,281,70041,52554,281,3441,506,0.07,20,146143,68045,0.07,20,118972,36540,0.76,214,21656,13166,318,257359,94017
5133,282,282,56090,46570,0.7,197,65404,56621,0.22,63,-1267,-691,282,59100,50255,282,2866,722,0.09,24,129973,18772,0.09,24,113673,18672,0.72,203,17461,12498,323,175757,117652
5134,241,241,60593,47114,0.71,172,57265,47385,0.17,42,-325,-1676,241,63292,49849,241,2492,613,0.14,33,104515,23888,0.12,30,76745,14582,0.71,172,19875,12890,280,204314,89675
5136,292,292,63894,51400,0.7,203,63558,56849,0.18,54,-1870,-2354,292,66126,55270,292,2208,499,0.14,41,46615,20653,0.13,38,24229,11810,0.77,225,19389,14032,350,231352,91826
5137,362,362,63545,48332,0.7,255,60057,52585,0.19,69,-2801,370,362,66572,50270,362,2783,542,0.14,52,108620,27018,0.14,50,58634,12332,0.75,270,20146,12055,411,216653,87422
5138,180,180,52997,39378,0.78,141,51600,43028,0.12,22,2052,1007,180,54962,41028,180,1814,385,0.14,26,59014,42788,0.13,24,36375,24020,0.73,132,15425,9484,219,159505,56678
5139,138,138,57377,48373,0.68,94,61777,52843,0.12,17,-10118,-2759,138,60015,49701,138,2619,434,0.11,15,84659,34235,0.12,16,52901,23386,0.74,102,18885,11985,163,206826,83024
5140,276,276,69945,57840,0.76,210,70314,66928,0.21,59,-4641,-1770,276,72661,61600,276,2716,870,0.12,32,127355,49962,0.11,30,106003,19424,0.78,214,22415,17485,303,166528,92458
5141,460,460,61121,47370,0.78,359,60597,48389,0.13,58,-1871,-2874,460,64363,50446,460,3217,656,0.11,52,51375,18122,0.1,47,20825,8092,0.75,346,18764,11537,536,210396,93372
5142,444,444,57547,44388,0.65,289,57513,47801,0.2,89,43,-655,444,60162,45597,444,2598,568,0.14,61,92711,41433,0.14,60,65554,23474,0.72,321,17990,10830,472,204171,100956
5144,252,252,69625,50702,0.71,178,65629,53232,0.23,59,-1110,-1902,252,73032,54176,252,3397,644,0.15,37,129820,20126,0.15,39,76168,6948,0.77,195,22877,14092,284,235801,103293
5151,260,260,73006,51030,0.69,179,64980,54006,0.18,46,-1626,-552,260,76517,53637,260,3468,540,0.18,47,162749,31037,0.16,42,103063,13724,0.78,202,25083,12379,287,211468,88725
5152,4198,4198,82526,54762,0.68,2853,73208,57000,0.18,749,-2435,-1908,4198,86416,57230,4198,3769,806,0.13,565,101049,31179,0.13,536,55973,13288,0.77,3226,29830,16257,4509,261834,112532
5153,4140,4140,64172,46104,0.7,2916,62583,51164,0.17,699,-1990,-1334,4140,67095,48470,4140,2798,588,0.13,529,67495,27661,0.12,516,42105,14639,0.75,3116,20924,11321,4508,202464,83095
5154,2344,2344,78522,50862,0.69,1624,72308,53889,0.17,387,-3455,-2488,2344,81978,53478,2344,3418,704,0.12,285,87332,31144,0.11,264,49192,11732,0.75,1756,28698,15751,2523,270889,114552
5155,2461,2461,59091,48332,0.77,1903,59415,53401,0.17,407,-1997,-1489,2461,61353,50706,2461,2236,613,0.14,334,87247,26691,0.13,310,63515,11323,0.78,1917,16880,11871,2812,172927,80217
5156,627,627,63970,49998,0.74,461,68973,59087,0.19,117,-2393,-2274,627,66331,52239,627,2284,707,0.12,75,76251,27879,0.12,74,46096,11438,0.77,480,19654,14290,680,174344,90905
5157,1986,1986,57258,44675,0.71,1403,58366,48904,0.18,365,-820,-1135,1986,59839,47081,1986,2537,562,0.12,242,89841,25000,0.12,237,66456,12545,0.75,1489,17005,11021,2112,201850,98224
5158,15529,15529,52890,46930,0.82,12764,55930,50808,0.14,2102,-3355,-2416,15529,55004,48929,15529,2089,740,0.08,1299,56134,29745,0.08,1248,35129,12866,0.79,12295,13527,10264,17247,126387,66865
5159,20629,20629,53783,46378,0.79,16329,56313,50888,0.14,2876,-2782,-1826,20629,55841,48212,20629,2033,646,0.08,1702,66429,26769,0.08,1632,43737,10682,0.77,15982,14410,10578,22614,142539,72948
5160,131,131,60891,48891,0.6,78,55880,55090,0.22,29,3251,743,131,64544,53835,131,3489,370,0.19,25,159420,114921,0.18,24,141201,80360,0.8,105,17328,11447,149,199366,58547
5161,5571,5571,47600,44437,0.82,4586,50990,48807,0.1,563,-2697,-2168,5571,49382,46140,5571,1770,660,0.08,458,62487,31558,0.08,443,40726,13510,0.78,4367,11160,8960,6464,99213,58441
5162,19019,19019,46752,43091,0.82,15684,50019,47250,0.11,2018,-3365,-2182,19019,48571,44805,19019,1801,648,0.08,1443,56236,28999,0.07,1405,36062,12120,0.77,14662,11079,8793,21875,95753,53082
5163,6952,6952,44401,40652,0.81,5626,47128,45029,0.1,714,-3570,-2371,6952,46185,42224,6952,1748,596,0.08,582,64950,29473,0.08,569,45409,13020,0.75,5232,10346,7937,8289,87866,43083
5164,2013,2013,40577,37442,0.83,1667,42907,40981,0.05,100,-2874,-1791,2013,42045,39018,2013,1453,510,0.07,143,44751,19923,0.07,139,28768,9124,0.72,1458,8903,6715,2611,64324,32444
5165,2835,2835,45766,39976,0.78,2207,48862,44098,0.13,358,-1417,-1920,2835,47466,41561,2835,1693,542,0.09,259,58839,30098,0.09,247,40478,14967,0.74,2101,11053,8038,3351,82947,37717
5166,892,892,45501,42462,0.79,708,48216,46858,0.09,79,-2812,-1758,892,47396,43928,892,1886,674,0.1,85,73420,42910,0.09,84,45382,13948,0.78,694,10397,8406,1113,88332,46261
5167,3481,3481,50795,44340,0.79,2750,54023,49572,0.16,542,-2665,-2046,3481,52818,46154,3481,2016,660,0.1,353,71823,24862,0.1,342,50063,11991,0.77,2673,13054,9770,3974,119947,62004
5168,2905,2905,46436,41280,0.81,2351,49446,45483,0.11,324,-2967,-2331,2905,48295,43199,2905,1838,635,0.08,241,66104,30857,0.08,233,46378,13583,0.75,2191,11185,8551,3328,88606,46100
5169,10112,10112,49483,44742,0.83,8419,52673,48871,0.11,1132,-3689,-2768,10112,51449,46352,10112,1953,747,0.08,822,65205,32811,0.08,804,41938,13348,0.78,7926,12201,9316,11203,88762,48101
5170,691,691,47612,39998,0.76,523,51565,46443,0.14,99,75,-1812,691,49746,42707,691,2049,673,0.12,80,67304,24308,0.11,75,53116,11353,0.75,519,12096,8847,774,113430,55080
5171,3763,3763,53246,41983,0.68,2574,55005,48300,0.17,629,-1884,-1565,3763,55692,44456,3763,2315,554,0.11,413,80790,34972,0.11,398,57045,18823,0.74,2771,15271,10164,4072,170939,76264
5172,2612,2612,52250,40578,0.69,1797,53635,45590,0.21,536,-733,-734,2612,54857,43001,2612,2457,577,0.13,343,75471,30862,0.12,319,59623,18590,0.72,1890,15213,9833,2823,177358,76590
5173,6855,6855,47082,40779,0.78,5325,48918,45235,0.12,811,-2157,-1769,6855,49092,42450,6855,1994,632,0.11,776,60298,27712,0.11,735,39735,13941,0.74,5094,11768,8589,7724,92766,44679
5174,1562,1562,48949,40108,0.77,1207,49365,45189,0.12,194,-2202,-1988,1562,51106,41852,1562,2138,664,0.11,171,45150,28400,0.11,173,26235,10109,0.75,1169,13084,8651,1764,92925,44873
5201,1337,1337,59385,43067,0.73,974,55574,48542,0.15,203,-1733,-1574,1337,62774,45995,1337,3266,616,0.13,180,94842,34142,0.13,176,83211,20784,0.75,999,19455,10055,1411,147510,69645
5202,549,549,46823,39759,0.7,383,51027,45700,0.17,91,-3178,-1443,549,48946,41841,549,2047,491,0.12,67,88205,43767,0.12,64,70182,22419,0.72,396,12781,8978,608,104924,48619
5203,681,681,41482,35643,0.63,429,45558,40400,0.16,109,83,-791,681,43807,37090,681,2124,345,0.14,93,60236,30338,0.13,87,46896,16912,0.67,456,10821,6795,757,123237,55763
5204,1488,1488,40961,33107,0.6,895,44324,38597,0.15,216,-262,-44,1488,43045,34324,1488,1997,342,0.13,191,62397,26078,0.13,193,43314,12516,0.63,943,11114,6276,1679,159964,68630
5210,1114,1114,50241,39914,0.74,820,52364,46545,0.15,163,-699,-1506,1114,52359,42516,1114,2029,554,0.12,133,118527,29175,0.12,133,107723,18415,0.73,811,14309,9481,1181,117037,61835
5211,7995,7995,42421,33703,0.59,4686,44994,38668,0.14,1098,280,-68,7995,44555,35363,7995,1974,375,0.11,843,68402,29945,0.1,815,48788,13874,0.63,5047,12046,7071,8660,160318,64598
5212,1201,1201,40255,31342,0.55,661,44165,36083,0.14,168,851,561,1201,42336,32315,1201,2076,330,0.11,137,51987,22702,0.11,127,37652,9435,0.61,734,11254,6444,1300,188409,73870
5213,738,738,52575,35868,0.64,476,48819,37828,0.18,135,-1017,-176,738,54862,37073,738,2162,474,0.13,99,59459,29059,0.13,97,35742,17510,0.66,490,18200,7779,816,165815,72040
5214,4213,4213,40975,32498,0.58,2463,44515,38469,0.13,546,15,-186,4213,42936,34057,4213,1758,353,0.11,469,71916,25558,0.11,448,54896,12688,0.62,2605,11251,6746,4778,159696,67661
5220,257,257,42895,36387,0.65,167,39309,34086,0.13,34,-1360,-1108,257,45659,39530,257,2436,420,0.16,41,70787,38949,0.16,40,63099,23841,0.75,194,9538,6728,267,83839,41063
5221,186,186,36486,32044,0.61,114,34650,31379,0.16,30,729,961,186,37908,32122,186,1381,354,0.17,31,79047,25100,0.15,28,72846,9630,0.62,115,8386,5728,181,128260,56709
5222,388,388,43881,35261,0.59,230,38245,34752,0.19,72,989,1478,388,45836,36330,388,1907,352,0.14,53,37906,20908,0.13,51,24218,8607,0.65,253,12222,6603,402,127094,44435
5223,2160,2160,42675,36138,0.67,1449,41477,36993,0.16,341,569,512,2160,44823,37587,2160,1809,358,0.16,337,93848,27876,0.15,333,71774,18298,0.72,1549,10482,6666,2346,111432,47850
5231,732,732,64191,46424,0.74,539,60402,52961,0.18,134,-2479,-1081,732,66834,48150,732,2620,742,0.11,80,62952,28895,0.1,76,42973,16582,0.78,570,20160,11717,822,156678,82725
5232,271,271,56575,41997,0.77,208,60638,46870,0.15,42,-1418,330,271,58747,45426,271,2118,568,0.08,23,59222,35927,0.08,21,41632,20804,0.73,198,17636,11200,294,184394,102049
5233,880,880,56978,45164,0.73,639,54771,48869,0.2,178,-832,-1000,880,59388,47103,880,2277,608,0.11,100,80815,33443,0.1,92,67379,21756,0.73,641,17538,11240,981,148602,75756
5234,877,877,53006,44984,0.74,651,56426,50000,0.15,129,-918,-730,877,55299,46744,877,2214,578,0.11,97,67705,29863,0.11,98,42100,14889,0.75,655,15041,10351,953,151248,76806
5235,1381,1381,47771,40932,0.69,956,53196,48737,0.15,206,-822,-895,1381,50291,42828,1381,2344,535,0.13,176,50061,28908,0.12,171,35549,18912,0.72,997,13302,9305,1568,134910,69712
5236,163,163,52286,41870,0.77,126,59470,49914,0.09,15,-3942,-6843,163,54472,43697,163,2186,729,0.12,20,69436,25079,0.13,21,49698,9821,0.71,116,16115,9201,185,92024,44659
5237,202,202,44376,38524,0.69,139,45436,42448,0.11,22,-3552,-4242,202,47096,39854,202,1571,302,0.15,31,146113,42601,0.16,32,109495,28590,0.7,142,10900,7618,239,87247,45692
5238,2036,2036,41644,35138,0.68,1384,44248,40452,0.14,295,679,102,2036,43604,36670,2036,1864,404,0.1,196,68641,25808,0.09,187,52989,16297,0.66,1345,10948,7787,2354,113626,57335
5240,349,349,48059,39507,0.68,236,52039,48508,0.18,62,-1869,121,349,50213,41287,349,2061,495,0.11,37,116666,32395,0.11,39,53003,18578,0.65,228,16570,9846,382,172115,76424
5241,1527,1527,54397,45165,0.79,1209,53187,47532,0.1,153,179,-1338,1527,56664,46932,1527,2201,635,0.09,144,53154,25494,0.09,136,32065,14678,0.77,1179,15162,9528,1705,113977,57719
5242,1059,1059,65152,46766,0.73,772,62848,52504,0.15,162,486,-716,1059,67840,49265,1059,2647,705,0.11,117,68751,38206,0.11,118,40998,12454,0.76,805,21493,12257,1128,186215,82325
5243,593,593,64060,48305,0.69,410,60806,50604,0.19,111,88,-1540,593,67098,51106,593,2993,730,0.12,69,46399,23368,0.12,70,32284,12772,0.77,457,20208,12195,644,225584,79365
5244,2595,2595,53471,43043,0.75,1940,55876,49298,0.14,368,-2359,-1954,2595,55960,45101,2595,2389,600,0.12,310,60575,27860,0.11,297,49158,20743,0.73,1901,15836,10296,2810,168292,75073
5245,1964,1964,59431,43221,0.65,1283,59382,47775,0.17,325,500,235,1964,62217,45974,1964,2644,546,0.12,226,77770,30985,0.11,224,53392,14324,0.72,1406,18884,11502,2011,211235,92011
5250,2326,2326,58624,47162,0.78,1810,59706,51090,0.13,311,-3882,-2931,2326,61133,49702,2326,2477,676,0.09,213,103988,26150,0.09,204,80755,11672,0.77,1791,17221,11719,2466,154546,79794
5251,9257,9257,53406,45221,0.79,7313,55897,49885,0.12,1108,-2461,-1927,9257,55659,47377,9257,2173,612,0.08,769,60425,28293,0.08,745,37308,13342,0.77,7130,14448,10127,10008,120775,56164
5252,3869,3869,50825,44495,0.81,3148,53990,49011,0.13,507,-2262,-1394,3869,53016,46686,3869,2112,650,0.1,404,54747,30468,0.1,396,34483,13358,0.77,2986,13122,10021,4250,107215,61018
5253,9724,9724,42574,38302,0.77,7470,44709,42254,0.11,1061,-674,-975,9724,44751,40312,9724,2026,550,0.08,732,66456,31957,0.07,696,50999,16572,0.72,7040,10154,7365,11577,92646,35652
5254,1294,1294,44804,37652,0.74,953,47306,43459,0.12,154,425,-186,1294,46933,39988,1294,1912,520,0.12,155,60445,22085,0.12,154,47149,17720,0.7,904,12180,8184,1416,98307,50092
5255,5466,5466,47929,39862,0.72,3957,50219,44750,0.14,777,-245,-328,5466,50210,41769,5466,2100,582,0.1,561,77143,33352,0.1,555,60801,20101,0.72,3936,12999,8754,5886,133123,64626
5256,650,650,39905,35694,0.71,460,43883,40914,0.12,79,-655,9,650,41891,37170,650,1866,420,0.11,74,43390,23174,0.11,72,32938,11488,0.65,423,10179,7558,771,105472,49932
5259,480,480,38327,32998,0.7,334,40573,37428,0.11,52,-477,-334,480,40173,34354,480,1520,292,0.11,53,61505,33069,0.11,53,46415,10305,0.67,321,9446,6226,553,103907,45734
5260,872,872,42974,38163,0.75,655,45204,42626,0.11,97,1280,503,872,45444,39674,872,2467,464,0.07,59,128423,34608,0.06,52,119778,21468,0.73,636,10176,7143,1020,95695,40803
5261,242,242,61538,46836,0.57,137,40827,36907,0.12,28,1026,66,242,67217,53411,242,4904,495,0.09,22,158563,27600,0.07,17,182287,73281,0.76,184,17057,10573,251,120833,51307
5262,322,322,45508,40136,0.62,199,42087,38621,0.1,33,1265,-587,322,49670,44150,322,2711,362,0.11,37,142900,79019,0.11,37,125591,58857,0.75,241,12051,8147,325,134723,48598
5264,738,738,43865,37828,0.68,501,44849,40562,0.14,102,1136,-36,738,46653,39890,738,2610,486,0.1,74,98073,41670,0.09,70,85953,32494,0.72,535,10925,7068,847,122967,46777
5265,219,219,46527,36255,0.66,145,36004,34435,0.16,34,-67,818,219,50629,38524,219,2300,450,0.08,17,165625,32639,0.08,18,136793,26502,0.68,149,11751,8085,228,104077,47948
5266,429,429,53588,38677,0.63,271,41918,37277,0.17,73,1355,858,429,58088,41470,429,3300,526,0.1,43,150360,49008,0.1,42,137277,31263,0.72,309,15625,8553,446,128460,44046
5267,1274,1274,46414,41198,0.7,889,45104,41747,0.13,171,-1064,-480,1274,50522,44412,1274,3003,496,0.08,105,116708,42538,0.08,103,112472,27810,0.73,934,12191,8705,1371,115687,48459
5268,2463,2463,44948,40076,0.76,1866,44224,43310,0.12,300,-1844,-688,2463,48911,43780,2463,3071,708,0.07,162,104560,38070,0.06,160,91695,26708,0.75,1851,10791,7615,2623,125925,38183
5269,127,127,46146,41316,0.71,90,36946,36541,0.15,19,3701,2553,127,50960,42677,127,2082,453,0.11,14,23361,19192,0.09,12,12152,8957,0.79,100,8697,7265,140,59099,28876
5270,435,435,47522,38529,0.61,265,44070,40850,0.12,53,35,321,435,51283,42482,435,2739,450,0.07,32,80344,25502,0.07,32,55360,13690,0.71,308,12339,8183,420,128558,55590
5271,4995,4995,48480,40940,0.73,3669,45684,43240,0.12,613,-811,-267,4995,51612,43537,4995,2720,549,0.07,357,87792,29148,0.07,346,71329,15422,0.73,3659,13299,8701,5407,125904,45948
5272,528,528,59960,41284,0.67,352,44168,40105,0.16,83,-3116,-519,528,64016,43805,528,3745,447,0.11,57,112849,35722,0.1,55,92223,28882,0.73,383,20248,9380,553,149699,61295
5275,1373,1373,54317,40705,0.66,909,42757,38234,0.13,175,82,-30,1373,57698,43792,1373,3223,605,0.1,135,154814,35571,0.09,127,140640,21775,0.73,998,16085,8799,1505,155103,56793
5276,892,892,49879,37458,0.59,522,42661,37211,0.16,146,1804,42,892,53129,39985,892,2953,415,0.13,113,133065,33717,0.13,112,119788,18620,0.7,623,14886,8547,926,191572,64136
5277,1659,1659,51562,42617,0.77,1284,46829,44622,0.1,164,908,-120,1659,54452,44647,1659,2675,576,0.06,102,87028,29824,0.06,99,78488,19738,0.74,1220,15037,9560,1853,114998,53564
5278,316,316,51390,38554,0.67,211,44887,42322,0.12,39,2018,598,316,54740,40852,316,3066,402,0.07,23,83172,32426,0.07,23,69790,17740,0.73,231,14646,8681,347,139214,49991
5279,209,209,47325,39895,0.73,152,44503,42346,0.11,22,-262,25,209,50408,42416,209,3082,505,0.1,20,34979,23370,0.1,20,27269,11582,0.73,152,12511,7816,252,100008,41850
5280,4076,4076,49844,39429,0.73,2969,47888,42023,0.13,544,-625,-824,4076,52613,41876,4076,2509,628,0.07,299,83351,38926,0.07,292,67636,23150,0.73,2984,13858,8869,4599,160780,59030
5290,14724,14724,49979,43838,0.81,11970,49983,46798,0.12,1816,-811,-392,14724,51917,45554,14724,1883,581,0.07,1024,93830,33894,0.07,974,75763,16510,0.77,11377,12726,9178,16584,124076,55375
5291,4586,4586,53604,45612,0.75,3456,52470,47064,0.16,717,-1523,-661,4586,56286,47654,4586,2543,581,0.09,407,84599,32986,0.09,401,75295,22696,0.77,3543,14918,10600,4865,132981,67514
5301,309,309,49770,33661,0.52,160,37209,30316,0.15,45,2315,1651,309,53826,38155,309,3031,300,0.15,47,266889,77920,0.15,47,227229,57604,0.64,197,15604,7943,312,99463,48356
5302,509,509,65319,41761,0.66,337,45337,43790,0.1,50,242,380,509,68454,45637,509,1929,385,0.09,44,98267,53983,0.08,42,74645,28713,0.74,375,22943,8854,534,138398,54712
5303,118,118,48352,44344,0.68,80,44047,48640,0.03,3,-2892,-1774,118,50722,48972,118,1745,235,0.07,8,134951,48404,0.07,8,109934,32098,0.77,91,10792,8946,153,44827,10361
5304,541,541,43427,37954,0.67,360,39422,35286,0.12,63,826,-411,541,50374,40583,541,2571,300,0.09,48,73594,42440,0.09,47,58550,33849,0.72,390,11047,8300,599,87349,37476
5307,320,320,37333,31552,0.54,174,43276,39232,0.14,46,717,1702,320,41853,35920,320,2146,198,0.16,52,122107,44560,0.16,50,104785,49910,0.63,203,9702,7348,312,86617,44172
5308,63,63,24714,28286,0.49,31,33292,32484,0.11,7,330,1906,63,28185,28668,63,2026,0,0.06,4,109189,97008,0.06,4,96090,92614,0.59,37,5758,4089,68,62419,35978
5311,139,139,33624,31184,0.63,88,37362,34114,0.09,13,88,-677,139,35018,33318,139,1327,273,0.09,12,50597,32834,0.09,12,35914,13002,0.64,89,8294,6344,149,70472,24952
5320,287,287,43889,39019,0.71,205,46146,40268,0.15,43,-842,-72,287,45737,39843,287,1848,551,0.08,22,38780,12808,0.08,24,21590,8256,0.7,200,11479,9914,370,122259,59792
5321,165,165,39737,34283,0.74,122,40517,39337,0.04,7,-1223,1791,165,41676,34608,165,1928,345,0.1,17,64121,25763,0.1,17,54814,18185,0.62,102,10157,7666,199,100031,59363
5322,443,443,43458,36768,0.78,345,42606,39497,0.1,44,-907,-474,443,46313,39021,443,2724,590,0.05,23,73131,32645,0.05,24,55188,13082,0.75,331,10504,6685,527,136564,47724
5330,1896,1896,45543,39212,0.75,1413,43385,41600,0.15,275,1304,669,1896,48143,41425,1896,2509,526,0.07,132,90055,30439,0.07,132,67044,19126,0.75,1415,11157,7381,2182,127000,49470
5331,167,167,46909,31352,0.63,105,41674,37921,0.21,35,391,-9,167,49508,32060,167,2370,445,0.09,15,48377,20010,0.1,16,35388,14926,0.63,105,15950,7457,190,124427,62819
5332,209,209,41854,39511,0.73,152,44514,43094,0.06,13,2432,2080,209,44613,42462,209,2583,682,0.09,18,52991,28518,0.09,18,43550,20664,0.7,146,9852,6962,242,95785,51119
5333,3425,3425,46612,40865,0.76,2617,46790,43867,0.14,472,-1007,-166,3425,49181,43096,3425,2377,696,0.07,249,68743,27314,0.07,236,53051,18014,0.76,2596,11696,8304,3934,115546,56024
5340,796,796,47247,40378,0.76,603,46421,44695,0.13,101,596,-395,796,50328,42666,796,2362,738,0.08,60,79384,18973,0.07,58,59745,9804,0.76,604,12317,7650,972,112555,47824
5341,4319,4319,46426,39543,0.78,3386,45250,42100,0.13,545,-287,-121,4319,48719,41376,4319,2131,630,0.07,292,71193,32011,0.07,288,48459,18028,0.75,3229,12016,7369,5339,93776,33380
5342,571,571,46583,42483,0.75,427,46410,46650,0.13,74,-780,30,571,48619,43749,571,2011,572,0.11,60,114706,54600,0.11,60,83116,36120,0.76,435,11417,8232,636,100647,60280
5343,2768,2768,46083,40916,0.79,2176,47157,44234,0.13,349,-218,22,2768,48360,42972,2768,2198,706,0.08,209,114014,30830,0.07,205,94706,18165,0.75,2085,11218,7958,3344,107646,42538
